Gene Symbol	Gene Product Name	GenBank Accession	Strain Name	Collection Date	Host	Country
PA-X	Protein PA-X	MH669855	A/Arizona/34/2018	5/25/2018	Human	USA
PA	Polymerase acidic protein	MH669938	A/Arizona/35/2018	5/25/2018	Human	USA
PA-X	Protein PA-X	MH669938	A/Arizona/35/2018	5/25/2018	Human	USA
PB2	Polymerase basic protein 2	MH669936	A/Arizona/35/2018	5/25/2018	Human	USA
NS1	Non-structural protein 1	MH729425	A/Arizona/36/2018	5/15/2018	Human	USA
NA	Neuraminidase	MH729423	A/Arizona/36/2018	5/15/2018	Human	USA
NP	Nucleoprotein	MH729430	A/Arizona/37/2018	5/25/2018	Human	USA
NA	Neuraminidase	MH729431	A/Arizona/37/2018	5/25/2018	Human	USA
M2	Matrix protein 2	MH729432	A/Arizona/37/2018	5/25/2018	Human	USA
HA	Hemagglutinin	MH729429	A/Arizona/37/2018	5/25/2018	Human	USA
PA	polymerase PA	MK181958	A/Arizona/38/2018	9/6/2018	Human	USA
PA-X	PA-X protein	MK181958	A/Arizona/38/2018	9/6/2018	Human	USA
PB1	polymerase PB1	MK181957	A/Arizona/38/2018	9/6/2018	Human	USA
HA	hemagglutinin	MK181959	A/Arizona/38/2018	9/6/2018	Human	USA
NS2	nuclear export protein	MK364093	A/Arizona/41/2018	10/2/2018	Human	USA
HA	hemagglutinin	MK364095	A/Arizona/41/2018	10/2/2018	Human	USA
NA	neuraminidase	MK364089	A/Arizona/41/2018	10/2/2018	Human	USA
NA	neuraminidase	MK292597	A/Arizona/42/2018	10/4/2018	Human	USA
NA	neuraminidase	MK363453	A/Arizona/44/2018	10/14/2018	Human	USA
PA	polymerase PA	MK446135	A/Arizona/44/2018	10/14/2018	Human	USA
PA-X	PA-X protein	MK446135	A/Arizona/44/2018	10/14/2018	Human	USA
M1	matrix protein 1	MK363406	A/Arizona/45/2018	10/19/2018	Human	USA
NS1	nonstructural protein 1	MK363407	A/Arizona/45/2018	10/19/2018	Human	USA
PA	polymerase PA	MK363402	A/Arizona/45/2018	10/19/2018	Human	USA
M2	matrix protein 2	MK364315	A/Arizona/46/2018	10/23/2018	Human	USA
HA	hemagglutinin	MK364312	A/Arizona/46/2018	10/23/2018	Human	USA
NA	neuraminidase	MK364314	A/Arizona/46/2018	10/23/2018	Human	USA
NS2	nuclear export protein	MK364316	A/Arizona/46/2018	10/23/2018	Human	USA
PB1	polymerase PB1	MK398663	A/Arizona/47/2018	11/5/2018	Human	USA
NA	neuraminidase	MK398667	A/Arizona/47/2018	11/5/2018	Human	USA
PA	polymerase PA	MK623985	A/Arizona/47/2018	11/5/2018	Human	USA
PA	polymerase PA	MK398664	A/Arizona/47/2018	11/5/2018	Human	USA
NS1	nonstructural protein 1	MK398669	A/Arizona/47/2018	11/5/2018	Human	USA
HA	hemagglutinin	MK398665	A/Arizona/47/2018	11/5/2018	Human	USA
PB2	polymerase PB2	MK398505	A/Arizona/48/2018	11/5/2018	Human	USA
NA	neuraminidase	MK398463	A/Arizona/48/2018	11/5/2018	Human	USA
HA	hemagglutinin	MK399279	A/Arizona/49/2018	11/7/2018	Human	USA
NA	neuraminidase	MK399281	A/Arizona/49/2018	11/7/2018	Human	USA
NP	nucleocapsid protein	MK624007	A/Arizona/52/2018	11/16/2018	Human	USA
PA	polymerase PA	MK624001	A/Arizona/52/2018	11/16/2018	Human	USA
PA	polymerase PA	MK475389	A/Arizona/53/2018	11/20/2018	Human	USA
NS1	nonstructural protein 1	MK475394	A/Arizona/53/2018	11/20/2018	Human	USA
PB2	polymerase PB2	MK475387	A/Arizona/53/2018	11/20/2018	Human	USA
NS1	nonstructural protein 1	MK474833	A/Arizona/54/2018	11/21/2018	Human	USA
PB1	polymerase PB1	MK623066	A/Arizona/55/2018	11/23/2018	Human	USA
NA	neuraminidase	MK623359	A/Arizona/60/2018	12/18/2018	Human	USA
PB1	polymerase PB1	MK623355	A/Arizona/60/2018	12/18/2018	Human	USA
NA	neuraminidase	MK623367	A/Arizona/61/2018	12/23/2018	Human	USA
M2	matrix protein 2	MK623368	A/Arizona/61/2018	12/23/2018	Human	USA
M1	matrix protein 1	MK623368	A/Arizona/61/2018	12/23/2018	Human	USA
PB2	polymerase PB2	MK623362	A/Arizona/61/2018	12/23/2018	Human	USA
HA	Hemagglutinin	MH294806	A/Arizona/6440/2017	12/12/2017	Human	USA
HA	Hemagglutinin	MH294807	A/Arizona/6441/2017	12/13/2017	Human	USA
HA	Hemagglutinin	MH779014	A/Arizona/6666/2018	1/2/2018	Human	USA
PA	Polymerase acidic protein	MH246269	A/Arizona/70/2017	11/24/2017	Human	USA
NA	neuraminidase	MK382090	A/Arizona/7008/2018	1/16/2018	Human	USA
HA	hemagglutinin	MK401366	A/Arizona/7200/2018	2/8/2018	Human	USA
PA	polymerase PA	MK502333	A/Arizona/7326/2018	2/5/2018	Human	USA
PA-X	PA-X protein	MK502333	A/Arizona/7326/2018	2/5/2018	Human	USA
HA	hemagglutinin	MK502328	A/Arizona/7326/2018	2/5/2018	Human	USA
PB2	polymerase PB2	MK502335	A/Arizona/7326/2018	2/5/2018	Human	USA
NS1	nonstructural protein 1	MK502332	A/Arizona/7326/2018	2/5/2018	Human	USA
NP	nucleocapsid protein	MK502339	A/Arizona/7327/2018	3/5/2018	Human	USA
NA	neuraminidase	MK502338	A/Arizona/7327/2018	3/5/2018	Human	USA
PA	Polymerase acidic protein	MH083348	A/Arizona/74/2017	12/19/2017	Human	USA
NA	Neuraminidase	MH083351	A/Arizona/74/2017	12/19/2017	Human	USA
NEP	Nuclear export protein	MH083353	A/Arizona/74/2017	12/19/2017	Human	USA
PA-X	PA-X protein	MK271207	A/Arizona/7497/2018	9/18/2018	Human	USA
PA	polymerase PA	MK271207	A/Arizona/7497/2018	9/18/2018	Human	USA
NEP	Nuclear export protein	MH083361	A/Arizona/75/2017	12/19/2017	Human	USA
NA	Neuraminidase	MH083359	A/Arizona/75/2017	12/19/2017	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	MH083355	A/Arizona/75/2017	12/19/2017	Human	USA
M1	Matrix protein 1	MH083360	A/Arizona/75/2017	12/19/2017	Human	USA
PA-X	Protein PA-X	MH083356	A/Arizona/75/2017	12/19/2017	Human	USA
HA	Hemagglutinin	MH083357	A/Arizona/75/2017	12/19/2017	Human	USA
NA	neuraminidase	MK380072	A/Arizona/7517/2018	11/9/2018	Human	USA
NS1	nonstructural protein 1	MK380126	A/Arizona/7517/2018	11/9/2018	Human	USA
PB2	polymerase PB2	MK380196	A/Arizona/7517/2018	11/9/2018	Human	USA
HA	Hemagglutinin	MH081947	A/Arizona/77/2017	12/22/2017	Human	USA
PB1-F2	PB1-F2 protein	MH081949	A/Arizona/77/2017	12/22/2017	Human	USA
NEP	nuclear export protein	MK576766	A/Arizona/7808/2019	1/9/2019	Human	USA
NS1	nonstructural protein 1	MK576766	A/Arizona/7808/2019	1/9/2019	Human	USA
PA	polymerase PA	MK576767	A/Arizona/7808/2019	1/9/2019	Human	USA
HA	hemagglutinin	MK762955	A/Arizona/8103/2019	1/16/2019	Human	USA
NP	nucleocapsid protein	MK763219	A/Arizona/8103/2019	1/16/2019	Human	USA
NA	neuraminidase	MK763136	A/Arizona/8104/2019	1/23/2019	Human	USA
NA	neuraminidase	MK763137	A/Arizona/8105/2019	1/24/2019	Human	USA
NA	Neuraminidase	MH700998	A/Arizona/MAP6094A/2017	12/19/2017	Human	USA
PA	Polymerase acidic protein	MH701001	A/Arizona/MAP6094A/2017	12/19/2017	Human	USA
NS1	Non-structural protein 1	MH701008	A/Arizona/MAP6095A/2017	12/19/2017	Human	USA
NP	Nucleoprotein	MH701007	A/Arizona/MAP6095A/2017	12/19/2017	Human	USA
M2	Matrix protein 2	MH701013	A/Arizona/MAP6097A/2017	12/19/2017	Human	USA
NA	Neuraminidase	MG914109	A/Arizona/NHRC_MAP6087A/2017	12/13/2017	Human	USA
NP	Nucleoprotein	MG914110	A/Arizona/NHRC_MAP6087A/2017	12/13/2017	Human	USA
HA	Hemagglutinin	MG914115	A/Arizona/NHRC_MAP6093A/2017	12/19/2017	Human	USA
NP	Nucleoprotein	MG914118	A/Arizona/NHRC_MAP6093A/2017	12/19/2017	Human	USA
PB2	polymerase PB2	MK624016	A/Arkansas/01/2019	1/1/2019	Human	USA
PB1	polymerase PB1	MK624017	A/Arkansas/01/2019	1/1/2019	Human	USA
NA	neuraminidase	MK624021	A/Arkansas/01/2019	1/1/2019	Human	USA
PA	Polymerase acidic protein	MH306742	A/Arkansas/02/2018	1/22/2018	Human	USA
PA-X	Protein PA-X	MH306742	A/Arkansas/02/2018	1/22/2018	Human	USA
HA	Hemagglutinin	MH126457	A/Arkansas/02/2018	1/22/2018	Human	USA
HA	hemagglutinin	MK744768	A/Arkansas/02/2019	1/15/2019	Human	USA
NA	Neuraminidase	MH125688	A/Arkansas/03/2018	1/22/2018	Human	USA
PA	Polymerase acidic protein	MH126466	A/Arkansas/04/2018	1/29/2018	Human	USA
PA	polymerase PA	MK676866	A/Arkansas/04/2019	1/22/2019	Human	USA
PB2	polymerase PB2	MK676864	A/Arkansas/04/2019	1/22/2019	Human	USA
NS1	nonstructural protein 1	MK676871	A/Arkansas/04/2019	1/22/2019	Human	USA
PB2	Polymerase basic protein 2	MH125700	A/Arkansas/05/2018	1/29/2018	Human	USA
PA	Polymerase acidic protein	MH125698	A/Arkansas/05/2018	1/29/2018	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	MH125699	A/Arkansas/05/2018	1/29/2018	Human	USA
NA	neuraminidase	MK676877	A/Arkansas/05/2019	1/22/2019	Human	USA
PA	polymerase PA	MK676874	A/Arkansas/05/2019	1/22/2019	Human	USA
NS1	nonstructural protein 1	MK676879	A/Arkansas/05/2019	1/22/2019	Human	USA
HA	hemagglutinin	MK676875	A/Arkansas/05/2019	1/22/2019	Human	USA
PB1	polymerase PB1	MK676873	A/Arkansas/05/2019	1/22/2019	Human	USA
NS1	nonstructural protein 1	MK715742	A/Arkansas/06/2019	1/24/2019	Human	USA
NA	Neuraminidase	MH245923	A/Arkansas/07/2018	2/12/2018	Human	USA
NA	neuraminidase	MK715748	A/Arkansas/07/2019	1/24/2019	Human	USA
PB2	polymerase PB2	MK715743	A/Arkansas/07/2019	1/24/2019	Human	USA
HA	hemagglutinin	MK715746	A/Arkansas/07/2019	1/24/2019	Human	USA
NA	neuraminidase	MK245952	A/Arkansas/09/2018	10/3/2018	Human	USA
HA	hemagglutinin	MK556889	A/Arkansas/09/2018	10/3/2018	Human	USA
HA	hemagglutinin	MK245950	A/Arkansas/09/2018	10/3/2018	Human	USA
PA	polymerase PA	MK245949	A/Arkansas/09/2018	10/3/2018	Human	USA
PB2	polymerase PB2	MK744213	A/Arkansas/09/2019	1/30/2019	Human	USA
PB1	polymerase PB1	MK744214	A/Arkansas/09/2019	1/30/2019	Human	USA
NA	neuraminidase	MK556904	A/Arkansas/11/2018	12/17/2018	Human	USA
NS2	nuclear export protein	MK556906	A/Arkansas/11/2018	12/17/2018	Human	USA
NS1	nonstructural protein 1	MK556906	A/Arkansas/11/2018	12/17/2018	Human	USA
M1	matrix protein 1	MK556905	A/Arkansas/11/2018	12/17/2018	Human	USA
PA-X	PA-X protein	MK772940	A/Arkansas/11/2019	2/5/2019	Human	USA
NA	neuraminidase	MK623375	A/Arkansas/12/2018	12/26/2018	Human	USA
HA	hemagglutinin	MK772806	A/Arkansas/12/2019	2/5/2019	Human	USA
PA-X	PA-X protein	MK772805	A/Arkansas/12/2019	2/5/2019	Human	USA
PA	polymerase PA	MK772805	A/Arkansas/12/2019	2/5/2019	Human	USA
NA	neuraminidase	MK772808	A/Arkansas/12/2019	2/5/2019	Human	USA
PB2	polymerase PB2	MK772164	A/Arkansas/13/2019	2/5/2019	Human	USA
PA	Polymerase acidic protein	MH083372	A/Arkansas/46/2017	12/21/2017	Human	USA
NS1	Non-structural protein 1	MH083377	A/Arkansas/46/2017	12/21/2017	Human	USA
NA	Neuraminidase	MH083375	A/Arkansas/46/2017	12/21/2017	Human	USA
HA	Hemagglutinin	MH294808	A/Arkansas/6442/2017	12/6/2017	Human	USA
HA	Hemagglutinin	MH778968	A/Arkansas/6620/2018	1/8/2018	Human	USA
HA	hemagglutinin	MK400715	A/Arkansas/7119/2018	2/8/2018	Human	USA
HA	hemagglutinin	MK271169	A/Arkansas/7499/2018	10/15/2018	Human	USA
PB1	polymerase PB1	MK271217	A/Arkansas/7499/2018	10/15/2018	Human	USA
NA	Neuraminidase	MH637492	A/Baltimore/P0111/2017	3/28/2017	Human	USA
PA-X	Protein PA-X	MH637787	A/Baltimore/P0145/2017	4/6/2017	Human	USA
PA	Polymerase acidic protein	MH637787	A/Baltimore/P0145/2017	4/6/2017	Human	USA
PA-X	Protein PA-X	MH637531	A/Baltimore/P0197/2017	11/17/2017	Human	USA
PA	Polymerase acidic protein	MH637670	A/Baltimore/P0213/2017	12/14/2017	Human	USA
PB1-F2	PB1-F2 protein	MH637703	A/Baltimore/P0213/2017	12/14/2017	Human	USA
PA-X	Protein PA-X	MH637670	A/Baltimore/P0213/2017	12/14/2017	Human	USA
HA	Hemagglutinin	MH637795	A/Baltimore/P0215/2017	12/15/2017	Human	USA
NA	Neuraminidase	MH637577	A/Baltimore/P0215/2017	12/15/2017	Human	USA
NP	Nucleoprotein	MH637538	A/Baltimore/P0215/2017	12/15/2017	Human	USA
PB2	Polymerase basic protein 2	MH637796	A/Baltimore/P0224/2017	12/21/2017	Human	USA
HA	Hemagglutinin	MH637444	A/Baltimore/P0227/2017	12/21/2017	Human	USA
NA	Neuraminidase	MH637775	A/Baltimore/P0228/2017	12/22/2017	Human	USA
HA	Hemagglutinin	MH637598	A/Baltimore/P0230/2017	12/27/2017	Human	USA
NA	Neuraminidase	MH637613	A/Baltimore/P0232/2018	1/2/2018	Human	USA
PB2	Polymerase basic protein 2	MH637747	A/Baltimore/P0232/2018	1/2/2018	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	MH637749	A/Baltimore/P0234/2018	1/3/2018	Human	USA
NA	Neuraminidase	MH637638	A/Baltimore/P0234/2018	1/3/2018	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	MH637512	A/Baltimore/P0239/2018	1/8/2018	Human	USA
NS1	Non-structural protein 1	MH637619	A/Baltimore/P0241/2018	1/10/2018	Human	USA
HA	Hemagglutinin	MH637551	A/Baltimore/P0241/2018	1/10/2018	Human	USA
PB1-F2	PB1-F2 protein	MH637669	A/Baltimore/P0242/2018	1/11/2018	Human	USA
PB2	Polymerase basic protein 2	MH637511	A/Baltimore/P0243/2018	1/11/2018	Human	USA
NA	Neuraminidase	MH637674	A/Baltimore/P0245/2018	1/12/2018	Human	USA
PB2	Polymerase basic protein 2	MH637483	A/Baltimore/P0247/2018	1/14/2018	Human	USA
NA	Neuraminidase	MH637740	A/Baltimore/P0258/2018	1/22/2018	Human	USA
NS1	Non-structural protein 1	MH637564	A/Baltimore/P0264/2018	1/24/2018	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	MH637495	A/Baltimore/P0275/2018	1/31/2018	Human	USA
NS1	Non-structural protein 1	MH637607	A/Baltimore/P0275/2018	1/31/2018	Human	USA
PB2	Polymerase basic protein 2	MH637488	A/Baltimore/P0279/2018	2/2/2018	Human	USA
PB2	Polymerase basic protein 2	MH637730	A/Baltimore/P0283/2018	2/4/2018	Human	USA
NA	Neuraminidase	MH637804	A/Baltimore/P0283/2018	2/4/2018	Human	USA
HA	Hemagglutinin	MH637645	A/Baltimore/P0286/2018	2/5/2018	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	MH637457	A/Baltimore/P0286/2018	2/5/2018	Human	USA
PB1-F2	PB1-F2 protein	MH637457	A/Baltimore/P0286/2018	2/5/2018	Human	USA
HA	Hemagglutinin	MH637438	A/Baltimore/P0287/2018	2/6/2018	Human	USA
NS1	Non-structural protein 1	MH637585	A/Baltimore/P0304/2018	2/13/2018	Human	USA
NA	Neuraminidase	MH637523	A/Baltimore/P0322/2018	2/20/2018	Human	USA
NS2	Nuclear export protein	MH637611	A/Baltimore/P0322/2018	2/20/2018	Human	USA
NS1	Non-structural protein 1	MH669893	A/California/01/2018	1/1/2018	Human	USA
HA	Hemagglutinin	MH669807	A/California/01/2018	1/1/2018	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	MH081982	A/California/02/2018	1/2/2018	Human	USA
NP	Nucleoprotein	MH081979	A/California/02/2018	1/2/2018	Human	USA
NA	Neuraminidase	MH081978	A/California/02/2018	1/2/2018	Human	USA
HA	hemagglutinin	MK630818	A/California/02/2019	1/2/2019	Human	USA
PB1	polymerase PB1	MK630816	A/California/02/2019	1/2/2019	Human	USA
PB2	Polymerase basic protein 2	MH246289	A/California/03/2018	1/2/2018	Human	USA
NA	neuraminidase	MK630828	A/California/03/2019	1/2/2019	Human	USA
NA	neuraminidase	MK159412	A/California/04/2009	2009	Human	USA
HA	hemagglutinin	MK159419	A/California/04/2009	2009	Human	USA
NS1	nonstructural protein 1	MK159415	A/California/04/2009	2009	Human	USA
NA	Neuraminidase	MH079897	A/California/04/2018	1/2/2018	Human	USA
NA	neuraminidase	MK630836	A/California/04/2019	1/3/2019	Human	USA
HA	hemagglutinin	MK630834	A/California/04/2019	1/3/2019	Human	USA
HA	hemagglutinin	MK630842	A/California/05/2019	1/3/2019	Human	USA
PB1	polymerase PB1	MK630840	A/California/05/2019	1/3/2019	Human	USA
PB2	polymerase PB2	MK630839	A/California/05/2019	1/3/2019	Human	USA
NA	Neuraminidase	MH081999	A/California/06/2018	1/3/2018	Human	USA
M1	Matrix protein 1	MH081998	A/California/06/2018	1/3/2018	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	MH081995	A/California/06/2018	1/3/2018	Human	USA
PB2	polymerase PB2	MK630847	A/California/06/2019	1/3/2019	Human	USA
HA	hemagglutinin	MK630850	A/California/06/2019	1/3/2019	Human	USA
NS1	nonstructural protein 1	MK630854	A/California/06/2019	1/3/2019	Human	USA
NA	neuraminidase	MK630852	A/California/06/2019	1/3/2019	Human	USA
HA	Hemagglutinin	MH082004	A/California/07/2018	1/3/2018	Human	USA
PB1	polymerase PB1	MK630856	A/California/07/2019	1/4/2019	Human	USA
PB2	Polymerase basic protein 2	MH306652	A/California/08/2018	1/3/2018	Human	USA
PB2	Polymerase basic protein 2	MH306801	A/California/08/2018	1/3/2018	Human	USA
HA	hemagglutinin	MK744776	A/California/08/2019	1/4/2019	Human	USA
NA	neuraminidase	MK744778	A/California/08/2019	1/4/2019	Human	USA
PA	polymerase PA	MK630865	A/California/09/2019	1/5/2019	Human	USA
NA	neuraminidase	MK630868	A/California/09/2019	1/5/2019	Human	USA
HA	Hemagglutinin	MH079915	A/California/10/2018	1/9/2018	Human	USA
NA	Neuraminidase	MH079913	A/California/10/2018	1/9/2018	Human	USA
PB1-F2	PB1-F2 protein	MK744782	A/California/10/2019	1/8/2019	Human	USA
PB2	polymerase PB2	MK626058	A/California/100/2018	12/17/2018	Human	USA
PA	polymerase PA	MK626076	A/California/102/2018	12/18/2018	Human	USA
NA	neuraminidase	MK626079	A/California/102/2018	12/18/2018	Human	USA
NA	neuraminidase	MK626087	A/California/103/2018	12/20/2018	Human	USA
PA	polymerase PA	MK626084	A/California/103/2018	12/20/2018	Human	USA
PA-X	PA-X protein	MK626084	A/California/103/2018	12/20/2018	Human	USA
NA	neuraminidase	MK623383	A/California/105/2018	11/27/2018	Human	USA
PB1	polymerase PB1	MK623379	A/California/105/2018	11/27/2018	Human	USA
HA	hemagglutinin	MK623381	A/California/105/2018	11/27/2018	Human	USA
PB2	polymerase PB2	MK623378	A/California/105/2018	11/27/2018	Human	USA
PB2	polymerase PB2	MK623386	A/California/106/2018	12/13/2018	Human	USA
NA	neuraminidase	MK623399	A/California/107/2018	12/9/2018	Human	USA
HA	hemagglutinin	MK623397	A/California/107/2018	12/9/2018	Human	USA
PB1	polymerase PB1	MK623403	A/California/108/2018	12/9/2018	Human	USA
PB2	polymerase PB2	MK623402	A/California/108/2018	12/9/2018	Human	USA
NA	Neuraminidase	MH079921	A/California/11/2018	1/9/2018	Human	USA
HA	hemagglutinin	MK744792	A/California/11/2019	1/9/2019	Human	USA
NS1	nonstructural protein 1	MK623441	A/California/112/2018	12/17/2018	Human	USA
HA	hemagglutinin	MK623437	A/California/112/2018	12/17/2018	Human	USA
PA	polymerase PA	MK623436	A/California/112/2018	12/17/2018	Human	USA
HA	Hemagglutinin	MG978483	A/California/117/2017	11/3/2017	Human	USA
NS1	nonstructural protein 1	MK623473	A/California/117/2018	12/21/2018	Human	USA
PB2	polymerase PB2	MK623466	A/California/117/2018	12/21/2018	Human	USA
NEP	nuclear export protein	MK623473	A/California/117/2018	12/21/2018	Human	USA
HA	hemagglutinin	MK623469	A/California/117/2018	12/21/2018	Human	USA
NA	neuraminidase	MK623471	A/California/117/2018	12/21/2018	Human	USA
PA	polymerase PA	MK623468	A/California/117/2018	12/21/2018	Human	USA
PA-X	PA-X protein	MK623468	A/California/117/2018	12/21/2018	Human	USA
PB1	polymerase PB1	MK623467	A/California/117/2018	12/21/2018	Human	USA
NP	nucleocapsid protein	MK623478	A/California/118/2018	12/31/2018	Human	USA
NA	neuraminidase	MK623479	A/California/118/2018	12/31/2018	Human	USA
NA	Neuraminidase	MG978485	A/California/119/2017	11/6/2017	Human	USA
PB1-N40	PB1-N40 protein(718)	MG978488	A/California/119/2017	11/6/2017	Human	USA
HA	hemagglutinin	MK744616	A/California/119/2018	12/17/2018	Human	USA
PB1-F2	PB1-F2 protein	MK744614	A/California/119/2018	12/17/2018	Human	USA
NA	neuraminidase	MK630733	A/California/12/2019	1/2/2019	Human	USA
HA	hemagglutinin	MK630731	A/California/12/2019	1/2/2019	Human	USA
NA	neuraminidase	MK630876	A/California/120/2018	12/27/2018	Human	USA
PB2	polymerase PB2	MK630880	A/California/121/2018	12/27/2018	Human	USA
HA	hemagglutinin	MK630890	A/California/122/2018	12/28/2018	Human	USA
PA	polymerase PA	MK630889	A/California/122/2018	12/28/2018	Human	USA
NA	Neuraminidase	MG830725	A/California/123/2017	11/10/2017	Human	USA
HA	hemagglutinin	MK630899	A/California/123/2018	12/31/2018	Human	USA
NA	neuraminidase	MK744802	A/California/124/2018	12/21/2018	Human	USA
PB2	polymerase PB2	MK630726	A/California/125/2018	12/31/2018	Human	USA
NA	neuraminidase	MK630908	A/California/126/2018	12/31/2018	Human	USA
NS1	nonstructural protein 1	MK630910	A/California/126/2018	12/31/2018	Human	USA
PA	polymerase PA	MK630905	A/California/126/2018	12/31/2018	Human	USA
HA	hemagglutinin	MK744224	A/California/127/2018	12/31/2018	Human	USA
PB2	polymerase PB2	MK744221	A/California/127/2018	12/31/2018	Human	USA
NP	nucleocapsid protein	MK744225	A/California/127/2018	12/31/2018	Human	USA
PB1	polymerase PB1	MK744222	A/California/127/2018	12/31/2018	Human	USA
PB1	polymerase PB1	MK676378	A/California/13/2019	1/8/2019	Human	USA
HA	Hemagglutinin	MG974189	A/California/132/2017	11/25/2017	Human	USA
NA	Neuraminidase	MG978501	A/California/134/2017	11/9/2017	Human	USA
HA	Hemagglutinin	MH079639	A/California/14/2018	1/15/2018	Human	USA
PA-X	Protein PA-X	MH079640	A/California/14/2018	1/15/2018	Human	USA
PA	Polymerase acidic protein	MH079640	A/California/14/2018	1/15/2018	Human	USA
NP	nucleocapsid protein	MK676389	A/California/14/2019	1/8/2019	Human	USA
PB1	polymerase PB1	MK676386	A/California/14/2019	1/8/2019	Human	USA
PA	Polymerase acidic protein	MH126482	A/California/148/2017	12/10/2017	Human	USA
PA-X	Protein PA-X	MH126482	A/California/148/2017	12/10/2017	Human	USA
PB1	polymerase PB1	MK676394	A/California/15/2019	1/8/2019	Human	USA
PB2	Polymerase basic protein 2	MH246305	A/California/153/2017	12/12/2017	Human	USA
PB1-F2	PB1-F2 protein	MG830884	A/California/153/2017	12/12/2017	Human	USA
HA	Hemagglutinin	MG830882	A/California/153/2017	12/12/2017	Human	USA
PB2	Polymerase basic protein 2	MH729439	A/California/154/2017	12/12/2017	Human	USA
M2	Matrix protein 2	MG830887	A/California/154/2017	12/12/2017	Human	USA
HA	Hemagglutinin	MG830893	A/California/154/2017	12/12/2017	Human	USA
NA	Neuraminidase	MG830888	A/California/154/2017	12/12/2017	Human	USA
PA	Polymerase acidic protein	MG830890	A/California/154/2017	12/12/2017	Human	USA
NP	Nucleoprotein	MG830889	A/California/154/2017	12/12/2017	Human	USA
PA	Polymerase acidic protein	MG830710	A/California/155/2017	12/20/2017	Human	USA
PA-X	Protein PA-X	MG830710	A/California/155/2017	12/20/2017	Human	USA
PB2	Polymerase basic protein 2	MG830711	A/California/155/2017	12/20/2017	Human	USA
NP	Nucleoprotein	MG830708	A/California/155/2017	12/20/2017	Human	USA
HA	Hemagglutinin	MG830898	A/California/156/2017	12/26/2017	Human	USA
NA	Neuraminidase	MG830896	A/California/156/2017	12/26/2017	Human	USA
NA	Neuraminidase	MH126492	A/California/159/2017	12/26/2017	Human	USA
NA	Neuraminidase	MH125704	A/California/16/2018	1/10/2018	Human	USA
PA	Polymerase acidic protein	MH125707	A/California/16/2018	1/10/2018	Human	USA
PA	Polymerase acidic protein	MH082012	A/California/160/2017	12/25/2017	Human	USA
HA	Hemagglutinin	MH082011	A/California/160/2017	12/25/2017	Human	USA
HA	Hemagglutinin	MH082020	A/California/161/2017	12/25/2017	Human	USA
NA	Neuraminidase	MH082050	A/California/166/2017	12/29/2017	Human	USA
HA	Hemagglutinin	MH082052	A/California/166/2017	12/29/2017	Human	USA
HA	Hemagglutinin	MH082060	A/California/167/2017	12/29/2017	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	MH083395	A/California/168/2017	12/30/2017	Human	USA
PB2	Polymerase basic protein 2	MH083394	A/California/168/2017	12/30/2017	Human	USA
NP	Nucleoprotein	MH083398	A/California/168/2017	12/30/2017	Human	USA
NA	Neuraminidase	MH083399	A/California/168/2017	12/30/2017	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	MH126496	A/California/169/2017	12/30/2017	Human	USA
PA	Polymerase acidic protein	MH125715	A/California/17/2018	1/12/2018	Human	USA
NA	Neuraminidase	MH125712	A/California/17/2018	1/12/2018	Human	USA
PB1	RNA-directed RNA polymerase catalytic subunit	MH125716	A/California/17/2018	1/12/2018	Human	USA
PB2	Polymerase basic protein 2	MH125717	A/California/17/2018	1/12/2018	Human	USA
